MIN,MAX,MEAN,RMS,VAR,CREST FACTOR,SKEW,KURTOSIS,MAX_f,Appnea
-1.065,1.95,0.0002273854804035,0.249285410010536,0.0621431639399643,7.822359118079086,2.866376781285538,17.727391785430438,2.2388822254245007,1
-0.94,1.89,0.0001959649412932,0.2542349181044869,0.0646353551813369,7.434069301303596,2.914354340646704,17.644712275977252,2.326944121214089,1
-0.93,1.925,-0.0003084173970563,0.2507006306032856,0.0628507110635942,7.678480885220284,2.96704475033964,18.21775890371853,1.7128696673967332,1
-0.975,1.915,0.0003952373077559,0.2538248342249505,0.0644268902567941,7.544573035366761,2.978066273719918,17.94371531697186,1.6172077668283027,1
-0.98,1.965,0.0007416900942616,0.2485317809427621,0.0617674960343851,7.906433505389588,3.0250245149708936,18.73384278827121,1.2315499245293977,1
-0.97,1.96,0.00060195138085,0.2508351026438938,0.0629178863729078,7.813898371244226,3.0087079734645985,18.804039026456103,1.523072210361952,1
-0.965,1.955,0.0004018521580949,0.2459373553066727,0.0604850212500836,7.949178755550182,2.949582611778618,18.18590698648901,1.367557423253907,1
-0.96,2.085,0.0003563750620142,0.2520772555815866,0.0635428157783597,8.271273801317527,3.042146870497143,18.98825371448289,1.0791096143763994,1
-0.905,1.84,-0.0002100214982636,0.2425703855170341,0.0588403478208528,7.585427199112023,2.997138966266799,18.785715255843783,1.127883180614184,1
-1.01,1.905,0.0009368281792624,0.2526730013463906,0.0638427679623556,7.539388814194781,2.954318858311584,18.1900475210604,1.333852165399235,1
-0.94,1.915,0.0003704316189846,0.2407148207692783,0.0579434877184014,7.955471930976365,3.0409622588899303,19.126239156748547,1.1284322993554727,1
-1.035,1.95,0.0004729617992392,0.2484074794350185,0.0617060521463955,7.850005178729351,3.029070964786349,18.974271090687164,1.7663855392621564,1
-0.93,2.025,0.0005035554820572,0.2467763469304397,0.0608983118362092,8.2058107480244,2.9353702847877625,18.33062906282747,1.4705904123647229,1
-0.93,1.975,0.0004919794939639,0.245950139209849,0.0604912289335216,8.030082871044423,3.091406787429841,19.357704752665413,2.1152540599543213,1
-0.915,2.15,-0.0001207210186869,0.2481226351432858,0.0615648274968838,8.665069991532283,3.0187884255706425,18.93057648332467,1.2556411196346204,1
-1.005,2.04,0.0004729617992392,0.2435934369536109,0.0593375388340092,8.374609864339204,3.0846049167966005,19.657043286968605,1.1744951373606227,1
-0.965,2.125,0.0008781213825037,0.2502389134577196,0.0626187427113376,8.491884697857115,3.1022505018371613,19.567113723215293,1.7636982556692444,1
-0.95,2.04,0.0008731602447494,0.2437957955860344,0.0594356275366144,8.367658659150639,2.9653490374382105,18.505324443529236,1.6650422056638745,1
-0.965,1.93,0.0006242765007441,0.2475737650513946,0.0612923794205737,7.79565637578499,3.094013124266853,19.26316560157237,1.249058259595394,1
-0.985,2.065,0.0002910534149164,0.251080878221804,0.063041522696542,8.224441521093397,2.952420932106523,18.377267895087243,1.5571565903448636,1
-0.925,2.01,0.0005275343145361,0.2426006701684851,0.0588548068737451,8.285220311238477,3.129507166806348,19.80248663593167,1.1000199818532774,1
-0.965,2.015,8.185877294526191e-05,0.2545982041891082,0.0648202388754601,7.914431315090173,2.9283077044428305,18.1171810248006,1.5775268663566635,1
-1.095,2.42,0.0010319166528857,0.2546831577309686,0.0648624459798389,9.50200249423771,2.7739643418651214,16.97897184251692,1.4691131397817805,1
-0.925,1.94,0.0011385811146022,0.2426607936821987,0.05888296442352,7.994698981083551,3.10509173369303,19.537542482731485,1.2922106520374173,1
-0.995,1.94,0.0008417397056391,0.2394045276619827,0.057313819339325,8.103439057506474,3.0399259238775325,19.04193322988988,1.2564525835575435,1
-0.905,1.985,0.002344137588887,0.2363352388659305,0.0558488501487808,8.399086016647992,3.15143552468963,19.93649110402491,1.2374486283818051,1
-0.935,1.9,0.0019042500413428,0.2419282089999133,0.0585256321416857,7.853569485982019,3.0634518575166747,19.094713439721613,1.3279375850753616,1
-0.825,1.865,0.0007896477592194,0.2306664602313063,0.0532063923320571,8.08526735152491,3.1788129454005345,20.282135034708443,2.0243070162289967,1
-0.905,1.955,0.0001174135935174,0.2402830141851557,0.0577359131199518,8.136238870773981,3.022626957704769,18.99113907649484,1.0342813725163476,1
-0.95,1.92,-7.193649743674529e-05,0.2467974549982569,0.060908978618757,7.779658830005197,2.8777616796483168,17.84614227404866,1.6770587086356872,1
-1.03,2.045,0.0022159748635687,0.2397394332722894,0.0574700853211225,8.530094411616236,3.009310752289012,19.2537287439996,1.8237311585396037,1
-0.92,1.945,-0.001050107491318,0.2363831918624332,0.0558759106693286,8.228165398206155,3.135648330123446,20.131682500856243,1.17511175212974,1
-0.98,1.91,0.0006697535968248,0.2444780267016591,0.0597690569700566,7.812563058400364,2.963458905053251,18.294797170057805,1.4009989245002203,1
-1.02,2.015,-0.0006895981478419,0.2434812767578557,0.05928265658603,8.275790347542557,3.197081354005084,20.39515391608535,1.3605338045016673,1
-0.94,1.99,0.0025359682487183,0.2437505560072188,0.0594079024188698,8.164083941375972,3.117823907136718,19.6518866133368,1.7891994786420546,1
-0.935,1.96,-0.0018091615677195,0.2353204170775818,0.0553724256279889,8.329069038466882,3.155431880227564,20.382144807061877,1.4870117329115005,1
-0.89,2.08,-0.0003249545229039,0.2465949273823023,0.060808952615241,8.434885591848868,3.0864658433564043,19.295032977638225,1.092753623304395,1
-0.825,2.085,-0.0003753927567388,0.2389034434664951,0.057074714380427,8.727375251468109,3.255689552910067,21.191604540603297,0.9498259922533948,1
-1.025,2.1,0.0027335869025963,0.2511604784005015,0.0630741134130147,8.361188087288685,3.027943377896934,19.14851659619228,1.3224234552031409,1
-0.95,1.995,0.0052455763188357,0.2371700052231364,0.0562220953066258,8.411687633615582,3.1209634318982387,19.93201754656685,1.1297264319016838,1
-1.0,2.02,-0.0019216140234827,0.2447975812712671,0.0599221631958073,8.251715517407751,3.1564849371469297,20.195124833171317,1.5038010136557791,1
-0.995,1.935,-0.0002025797916322,0.2436862648988393,0.0593829546617753,7.94053780915092,3.089453559288696,19.70517861847045,1.418720789999434,1
-1.005,2.06,0.000802050603605,0.2494621964644315,0.0622307441796878,8.257764219171847,3.163266078685378,20.06654714070472,1.3434284591168717,1
-1.06,2.06,0.0040375392756738,0.2449132491037834,0.0599661978631692,8.41114152679859,2.9428138514830287,19.089668738345303,1.2839957405297686,1
-0.97,1.925,-0.0019431122870845,0.2391305187428238,0.0571796293088517,8.049997173594843,3.077171900628937,19.78349443173316,1.5088477342999786,1
-1.05,2.0,0.0015197618653877,0.2489821017368155,0.0619897773091544,8.032705909576116,3.102735442585816,19.86223709104485,1.399881247455349,1
-0.98,2.055,0.0037531007110964,0.2406452948419142,0.0578960721646042,8.539539496710209,3.208649187391418,20.83606996590343,1.2937368510244145,1
-1.0,1.96,-0.0009533653051099,0.2482065403804131,0.0616055777822087,7.8966492865015185,3.0352320647986626,19.159876105541752,1.0253305675235826,1
-0.99,1.98,0.0010153795270382,0.2445166475675123,0.0597873599420711,8.097608157552184,3.11933451595516,19.65203226943611,1.1182234377885314,1
-0.88,2.0,-0.0046328758061848,0.2395905722309789,0.0573821787637323,8.347573868941248,3.3576663245516167,21.72926181370396,1.0519837328867945,1
-0.955,2.19,0.0010641640482884,0.2431897190622627,0.0591401070124606,9.005314897540156,3.158702247078184,20.369834803522615,1.203213903666827,1
-0.92,1.875,0.0015023978832478,0.2411631949976305,0.0581574294220656,7.774818209795329,3.137611950743478,20.2745741918417,1.4717394746495542,1
-1.02,1.905,-0.0030957499586571,0.2306610025518629,0.053194914430424,8.25887332025998,2.9568295457948066,19.80600772181055,1.052240914920758,1
-1.08,2.035,0.0027368943277658,0.2391033391931109,0.0571629162227345,8.510964367404506,2.770380858347229,18.540534024575948,1.031517472888482,1
-1.075,2.0,3.390110798743209e-05,0.241386072132206,0.0582672346701294,8.285482183514752,2.822422866449384,19.188583836036777,0.9155685420276352,1
-1.1,1.73,0.002350752439226,0.2243746339315343,0.0503384503148795,7.710318986093108,2.895144389567737,19.747837941699007,0.988480619047168,1
-1.11,1.915,-0.0034223581941458,0.2385304753345033,0.056885075127695,8.028324252129622,2.9946567765493697,20.33488544325143,1.2459588352352635,1
-1.07,2.035,0.002183727468166,0.2299348039261498,0.0528652453909017,8.850334813400407,2.9672863955952185,21.214691033345208,0.9237952599255816,1
-1.09,1.595,-0.0028394245080205,0.2493343710284513,0.0621595662446167,6.397032199856616,2.2193031685582443,15.228896868970176,2.158907459188508,1
-1.115,1.86,0.0035381180750785,0.245571922004795,0.0602930505976159,7.574155810710645,2.67251982901098,17.47439805220686,1.2245516175719624,1
-0.94,1.925,-0.0022713742351579,0.2276442202656168,0.0518167318794245,8.456177792495223,3.1496988964006105,21.671391586431405,1.3862278812763869,1
-1.085,1.865,-0.001320489498925,0.2516593927815815,0.0633307062826775,7.410810220060644,2.570794484719709,16.979236359576607,1.0404570493988206,1
-1.03,1.945,0.0003861418885397,0.2505398586465436,0.0627700716650719,7.76323580011261,2.5647315912430977,16.602936322785297,1.5439186868327153,1
-1.08,1.77,0.0026806680998842,0.2204778549827336,0.0486032985563255,8.028017145479824,2.9946656417329107,21.43462427488736,1.9411717599347464,1
-0.95,1.76,4.465023978832442e-05,0.2330746772874683,0.0543238031990135,7.551227874614886,2.639001473594467,17.52137680303761,1.1044066807454846,1
-1.085,1.87,-0.0002794774268232,0.2552211854080005,0.0651377753734328,7.326977958395535,2.522528654975305,16.483669150654638,1.8562762205522887,1
-1.005,1.995,0.0016909211179097,0.2376685079320409,0.0564834604484156,8.394044366073318,3.069832246641548,21.34629630212207,1.4618877017347829,1
-1.01,1.855,0.0003563750620142,0.2266838486161212,0.0513854402202317,8.183203220364225,3.039734639005481,20.20308398528625,1.7503530934245817,1
-1.08,1.915,-0.0003398379361666,0.2554519709117525,0.065255593952876,7.496516833144923,2.408001392580309,15.945588021087868,2.4748503370883386,1
-1.065,1.835,0.0015156275839259,0.2457491339653435,0.0603903397177432,7.466964259002347,2.706304443056032,18.26347902007431,1.2553261083505354,1
-1.045,2.015,0.0016768645609393,0.2429754642677942,0.0590342643613944,8.293018416786222,2.7593011329685844,18.35081622294868,1.155814278764398,1
-1.035,2.095,0.0001711592525219,0.2371445448273951,0.0562375058459026,8.834274478145128,3.028422223880741,20.612855781393403,1.2984552498120685,1
-1.07,2.065,-0.0008318174301306,0.2461604445177564,0.0605942725249423,8.388837630048416,2.6902518724637345,17.855622573901115,0.9271938459308864,1
-1.08,1.885,0.0010534149164875,0.2728907261840196,0.0744682387542553,6.907526783188958,2.2316872690747727,14.233942483567429,3.06119287612118,1
-1.655,2.1,-0.0008045311724822,0.270107508194667,0.0729574187127246,7.774682066544131,2.172975793443224,15.148691185324807,1.689613580127881,1
-1.04,1.85,0.0013527368943277,0.263502850599106,0.0694319223767495,7.020796912799228,2.278175957641477,14.374678660444022,1.3167333201872533,1
-1.01,1.98,0.0015834297999007,0.2497044805374205,0.0623498203505318,7.929373136351385,2.610724178334737,16.964604226033256,1.2793356830121894,1
-0.905,1.89,0.0007904746155118,0.2359351347205437,0.0556647629454833,8.010676333724662,2.928594325849743,18.92516495754571,1.3275089061157606,1
-1.03,1.91,0.0010840085993054,0.241385318531691,0.0582656969280025,7.91266018835872,2.891060483648935,18.7334897049222,1.2642174056549178,1
-0.965,1.99,-0.0001761203902761,0.2453376141122609,0.0601905138799048,8.111271511303688,2.930223205979264,18.849908537465776,1.359377234751136,1
-1.065,2.05,0.0012278815941789,0.2421490332241369,0.0586346465981748,8.465860766425145,2.707896576001719,17.692283154894763,1.458846321645724,1
-1.025,2.045,-0.002126674383992,0.2454997131261676,0.060265586401095,8.329948633988954,2.7924131081154075,18.032541488949764,1.6382964590792726,1
-1.035,1.945,0.0028658839093765,0.2504225963553173,0.0627032634747561,7.766870994502015,2.725351573856682,17.201327138649265,1.872802805952172,1
-1.015,2.035,-0.0009682487183727,0.246515127567719,0.0607687706141481,8.255071484166725,2.7530647038039167,17.585562402432547,1.3348144313655026,1
-1.04,2.0,0.0003853150322473,0.2563187574890187,0.0656991569730403,7.802784390782187,2.6110752848646817,16.708759501899582,1.1358407715963967,1
-0.99,1.955,0.0009384818918471,0.2458396764538527,0.0604362657706736,7.95233718250918,2.8870282412291104,18.37695915184545,1.0705692263561066,1
-0.935,1.95,0.0038597651728129,0.2495256455603185,0.0622481500051044,7.814827993416095,2.92726085308077,18.575520712690253,1.9302760813123685,1
-1.05,1.875,0.0013552174632048,0.2499045212086459,0.06245043310615,7.5028654581025265,2.694789200010725,17.093287264630177,2.0264518433948155,1
-0.975,2.18,-0.0022771622292045,0.2476926430962813,0.0613464599762037,8.801230318143142,2.924868010110361,18.410678990094663,1.132893210918332,1
-1.025,2.04,-3.142053911030313e-05,0.2509668751370867,0.0629843714288238,8.128562778994963,2.8632592423883896,18.112750416431595,1.350357659944315,1
-1.025,1.84,-0.0001711592525219,0.2478276128990284,0.0614184964197409,7.4245156884502,2.938391582998297,18.563209256527223,1.4890317655209315,1
-0.965,1.97,-0.0021407309409624,0.2536749165518353,0.064346380558619,7.765844675452785,2.771683074970245,17.764871116044823,1.2275049329431629,1
-1.08,1.88,0.0034628741524723,0.2463695047266789,0.0606859413618732,7.630814544542201,2.659065195347197,16.640171238980997,1.736900369878215,1
-1.0,1.81,4.134281461881543e-06,0.2402745229317933,0.0577318463530085,7.533050020928788,2.915425454293747,18.597166807077866,1.5399234254406875,1
-1.01,1.925,0.0002563254506366,0.2533196173019472,0.0641707628072683,7.599095642503969,2.7515466330155745,17.062887828889046,1.334677305089648,1
-1.0,1.87,0.0044236811642136,0.2476594922026112,0.0613156551230126,7.55068979334798,2.8185545302937958,17.60310773574117,1.443997355639521,1
-1.0,2.09,0.0017694724656854,0.2521134414616481,0.063558056332829,8.289918966172749,2.851363680222205,17.814978872507872,1.1016473844273724,1
-1.1,1.95,0.000257152306929,0.247203216597225,0.0611093641687056,7.888246871711174,2.773371132604044,17.255418467393554,1.926950080044172,1
-0.96,2.12,0.0002554985943443,0.2500506894204509,0.062525282000111,8.478280963406181,2.925307670872359,18.611966786265807,1.5426778569805542,1
-1.035,1.87,-0.0008086654539441,0.2534691171564603,0.064245939412259,7.377624623380428,2.671740466095005,16.81702620606233,1.3343978598560464,1
-1.01,1.91,0.0012725318339672,0.2456544853615952,0.0603445068410017,7.775148079175282,2.892978239926293,18.09166600022501,1.5083759190070836,1
-1.035,2.05,-0.0003919298825864,0.2548331068625758,0.0649397587442001,8.044480661241186,2.830435192211786,17.945586710389378,1.195257319168178,1
-0.97,2.065,0.0022697205225731,0.2449787876866175,0.0600094547851542,8.429301244814695,2.852545358470767,18.014030414329753,1.14942773596785,1
-1.095,1.95,0.0012865883909376,0.2541977005744626,0.0646148156676564,7.671194489931205,2.847507595339807,17.60284234134737,1.3206282102620046,1
-1.005,1.85,0.0005109971886886,0.2495314776264567,0.062265697208316,7.413894301421204,2.7128141545186586,17.060804325558106,1.3038237651297255,1
-1.015,1.925,-0.0009905738382669,0.2436445514235834,0.0593616862018701,7.900853882233258,2.783582421675193,17.78701885537226,1.3539897314801363,1
-0.98,1.875,0.0004919794939639,0.2544426084838624,0.0647407989682496,7.3690488050428815,2.7154438269659047,16.907457446683974,0.932941623819422,1
-0.98,1.86,-0.0003456259302133,0.2470245289636381,0.0610209984524236,7.529616624727138,2.7058372055771165,17.01624127322293,1.0957139422726194,1
-1.045,1.97,0.0003084173970563,0.2504490014588494,0.0627246072104439,7.865872846467249,2.879342000660848,18.182044617588435,1.12904001064404,1
-1.06,1.96,8.599305440714426e-05,0.2550062337717338,0.0650281718676387,7.686086614472622,2.469445670921184,15.718584522402551,1.624125353543793,1
-1.09,1.925,-0.0018397552505374,0.2536647303740771,0.0643424107363713,7.588757006783005,2.5877838998192964,15.855790994070556,1.15927302628973,1
-1.03,2.02,-0.0013651397387134,0.2612656430394987,0.0682578726263365,7.731594466458846,2.661775739148845,16.794351254115735,1.2300447679095454,1
-0.975,1.97,0.0007516123697701,0.2566043397278977,0.0658452222460359,7.677188944228226,2.928822944202904,18.391122538245888,1.352633483167937,1
-0.985,2.01,-0.0005614354225235,0.2545806498141566,0.0648109920500645,7.895336905877551,2.923554227701913,18.261414482222467,1.5914135449431293,1
-1.03,2.04,0.0020596990243095,0.2515025214058977,0.0632492759134533,8.111250688845626,2.7496066518240645,17.013523870779142,1.115507810952206,1
-0.99,1.97,0.0016131966264263,0.2540490281718576,0.0645383063117098,7.754408722505899,2.6974162648755686,16.889361593991353,1.5959635012639186,1
-0.985,1.975,2.7286257648421115e-05,0.2451378943234579,0.0600925864887989,8.056689911001682,2.8407939704429346,17.778245601411985,1.081987821698019,1
-1.05,1.955,-0.0017066313874648,0.2527015926406131,0.0638551823324096,7.736397620494462,2.8486636121157263,17.672113045624723,1.2277622969828803,1
-0.94,1.935,-0.0006333719199603,0.2418314409685243,0.0584820446809238,8.00144097165534,2.977052378369642,18.94751826894904,1.3823322757435574,1
-0.97,2.085,0.0016272531833967,0.2514550348064615,0.0632269865765959,8.291740913459023,2.9648463111168937,18.666904658570267,1.538150052142904,1
-1.02,1.825,0.0008888705143046,0.24985713629254,0.0624277984655177,7.304174005513442,2.9015838267122613,18.31295356079807,1.31672892755712,1
-1.0,1.91,0.0021919960310897,0.2456795602752223,0.0603536414904263,7.774354520418075,2.914080838786256,18.4376081063257,1.2861538988500891,1
-1.015,2.03,0.0026012898958161,0.2615540275802995,0.068403742634354,7.761302774726994,2.747982213840932,16.71986116640225,1.2022277469352791,1
-1.04,1.945,-0.0006366793451298,0.247540055440451,0.061275673686873,7.857314229566759,2.5657797428491484,16.876379081757314,1.4879492017162903,1
-0.97,1.92,-0.0022201091450305,0.241869963094762,0.0584961501628457,7.938149803445269,2.8492228467635194,18.33737655300881,1.551984512429318,1
-0.96,1.84,0.0001463535637506,0.2506338335202249,0.0628172970856782,7.341387131005683,2.67388402078403,16.812047748831777,1.628373451337375,1
-1.07,1.905,0.0008359517115925,0.2435707357708686,0.0593260045086981,7.821136615492542,2.564073804534415,16.16976264479277,1.1141729555910247,1
-0.97,1.97,0.0007714569207871,0.2459593674133784,0.0604954152726086,8.009453027617626,2.9249233751764923,18.916684352870792,1.6632980869651393,1
-1.06,1.895,0.0007359021002149,0.249795683004914,0.0623973416959904,7.586199958318419,2.7175332085126764,17.298512545892642,1.8035153709838256,1
-1.005,1.925,-0.0007011741359351,0.242113953602136,0.0586186748836883,7.950801560009784,2.957552460725813,18.973317318560078,1.0937303087767558,1
-1.015,1.935,0.0010277823714238,0.2537914336242428,0.0644090354444454,7.6243708164906465,2.7591142682507006,17.28060027195268,1.2881751977730904,1
-1.185,2.44,0.0016818256986935,0.2569963795021797,0.0660443105395476,9.49429717541723,2.8630549759341157,18.348442770174287,1.4211244783654478,1
-1.02,1.96,0.0009574995865718,0.2459845204942878,0.0605074675173464,7.96798105857037,2.90702912102633,19.28203031198402,1.036217777942688,1
-1.005,1.975,-0.0005837605424177,0.2565353329396739,0.0658100362700984,7.698744564221238,2.8757754657539865,18.08276540427712,1.426337364571168,1
-1.035,1.99,0.0002191169174797,0.251665783224839,0.0633356184339481,7.907312525764091,2.909535583346713,18.351656403027423,1.3354435985055837,1
-0.975,1.91,0.0008905242268893,0.2479927605674503,0.061499616260466,7.701837729575613,2.9960698160842894,18.71189090527019,1.7695783899716968,1
-1.01,2.02,-0.0004655200926079,0.2490886730161993,0.0620449503160144,8.109561850163418,2.89599868923762,18.422369831611597,1.1917604652198006,1
-0.92,1.91,0.0004010253018025,0.2451557201134602,0.0601011662830565,7.790966489038212,3.109863628786007,19.45938662616174,1.6051918284772064,1
-0.985,1.87,0.0012163056060856,0.2445714993413198,0.0598137388907338,7.646025824907178,3.1179644117374568,19.484570051565687,1.311818394857717,1
-1.07,2.005,-6.53216470977345e-05,0.2568902240906393,0.0659925829664212,7.804890229269956,2.8499376294967047,17.783292781680668,1.764537554477563,1
-1.025,1.875,-0.0006300644947908,0.2407584413635628,0.0579642301065445,7.787888928756657,3.0707135440417344,19.632097875776147,1.0377616706567483,1
-1.065,2.02,-0.0004638663800231,0.252424861558038,0.0637180955605761,8.00238133253589,2.9025523296366846,18.570060904028185,1.0566693519984147,1
-1.09,1.825,-0.0004820572184554,0.2652284103205091,0.0703458772619825,6.880861661066478,2.2134320285715687,14.23840365596844,1.63914717352878,1
-1.055,1.96,0.0006647924590706,0.2480812593258677,0.0615438692796948,7.900637094982805,2.856428438450305,18.4852714922986,1.5390099020908772,1
-1.02,2.065,0.0002158094923102,0.2498697775609981,0.0624348591646457,8.264304791706524,3.129703988552604,20.222864606946764,1.055778458348096,1
-0.99,1.95,0.0011906730610219,0.2398344165854132,0.0575191296765273,8.13060955872252,2.984779857585881,19.22882448821098,0.9919682153037426,1
-1.06,1.85,0.0016768645609393,0.2459504669935008,0.0604888203395654,7.521839753404029,2.8262463352258145,18.08895742657761,1.2320491367615525,1
-1.05,1.865,-0.0007532660823548,0.2390993190546892,0.0571679169626252,7.800105861336303,3.0181904595971707,19.461977121268557,1.1749930176842818,1
-1.055,1.94,-0.0015470481230362,0.2466289589513328,0.0608234500355232,7.866067343627797,3.0869713597501094,20.142016848575444,1.2231180267263153,1
-0.985,1.85,-0.0004994212005953,0.2413999705017115,0.0582736963366916,7.663629768284844,3.071149252638324,19.73186544208022,1.0325619148623426,1
-0.905,1.975,0.0005093434761038,0.2419918994061662,0.0585598199474274,8.161430216658214,3.335425070723393,21.47002117014957,1.4276841165262846,1
-0.945,1.945,0.0001364312882421,0.2464919490891501,0.0607582623522717,7.890724249563791,3.3352785166783185,21.681441381835864,1.3312415879757225,1
-0.96,1.89,0.0006201422192822,0.2402156264973082,0.0577031626371221,7.867931106560124,3.284746642260909,21.036688514708118,1.3417141991307064,1
-1.05,1.94,0.0018364478253679,0.2445670196917123,0.059809654580271,7.932385987470662,3.2632759306843977,21.224650773617046,1.4168377374927072,1
-0.965,1.94,0.0018099884240119,0.2456352483070138,0.0603333991527533,7.897889302822039,3.1424782488825787,20.41287270882795,1.411300231509583,1
-0.955,2.065,0.0001405655697039,0.2425730443097474,0.0588416620670193,8.512899715943504,3.1588759013959247,20.28823325233158,1.982287679882988,1
-0.955,2.01,0.001230362163056,0.2436504394203584,0.0593640228386814,8.249523394178013,3.133557771098252,20.41749921688737,1.2050230038286,1
-0.96,1.85,4.5477096080701526e-05,0.2394506056062901,0.0573365904570528,7.72601929870167,3.0726140155171477,19.556249153563705,1.1527341074166229,1
-0.95,1.915,0.0001521415577972,0.2397551256135709,0.0574824971109255,7.987316204811952,3.101425885638464,19.78873094867221,1.8949370013200224,1
-1.01,1.915,0.0003365305109971,0.2500129234298198,0.06250634862914,7.659604046578627,2.9070259037736124,18.651370820610207,1.2307178306453794,1
-0.905,1.965,0.0010170332396229,0.2372340930039636,0.0562789805268027,8.28295787978151,3.084906346629272,20.23751047445995,1.150058720948323,1
-0.905,1.915,0.000628410782206,0.2413685246188889,0.058258369776588,7.933925945910748,3.1119004955342957,19.87192894372706,1.0899295117783074,1
-0.965,1.87,0.00112039027617,0.2408258059146559,0.0579958135200725,7.764948581393693,3.102560381346986,19.84055111673066,1.135714716873202,1
-1.11,2.01,0.0006606581776087,0.2490223068530244,0.0620116728411742,8.071566059286098,3.094082096176693,20.012812150292355,1.392421966278525,1
-1.035,2.115,-0.0013105672234165,0.2545063754045227,0.0647717775351007,8.310204397191754,3.0609656627779565,19.87338669279181,1.22587979768268,1
-1.055,2.045,0.0001488341326277,0.2442357123390087,0.0596510610301439,8.373058879945697,3.2715985404759778,21.668526118856438,1.7663745485019888,1
-1.0,1.92,0.0014428642301967,0.2448298616474129,0.0599395792971046,7.842180635485761,3.056032700118366,19.584645416727277,1.9211572012143472,1
-1.02,2.195,0.001832313543906,0.2486729621481242,0.0618348847305992,8.826854278964712,3.087397341733525,20.274649213358312,1.991434840555062,1
-1.075,1.945,0.000300975690425,0.2444618595891433,0.0597615102074158,7.95625134844707,3.013470971988794,19.819296700598414,1.0460932296070842,1
-1.055,1.925,-0.0013915991400694,0.2445494552928069,0.0598024995358419,7.871618432742511,3.07561817803176,19.64899151725618,1.264146345103013,1
-1.07,1.97,-0.0006680998842401,0.2521788137929372,0.0635937077685575,7.81191714866879,2.8560252909863166,18.389330820022717,1.3939068925892442,1
-1.025,2.04,7.524392260624976e-05,0.2369395417670645,0.0561403407911386,8.609791277496122,3.1841720682058283,21.118923920249184,1.203804586501524,1
-1.115,1.975,0.0002621134446833,0.2767384801096665,0.0765841176699504,7.136701767016076,2.3761919157551348,14.967925047973942,1.3174677572328708,1
-1.05,2.03,0.0012642632710434,0.2442317258981201,0.0596475375735559,8.31177846586075,2.875701094874674,18.2680111331499,1.2502917578633752,1
-1.015,1.925,0.0003629899123532,0.2459208050064942,0.0604769105733657,7.827723237768211,3.056784664898212,19.925702110550912,1.1992942929547727,1
-0.92,1.97,0.0001860426657846,0.235841569856615,0.0556212114605591,8.353065158096193,3.2608631679257187,21.22253600385657,0.9188090674374428,1
-0.89,2.02,0.000454770960807,0.2373998879459692,0.0563584999801319,8.508849846044326,3.06187130986507,20.393533929581544,1.141949197729182,1
-1.02,2.055,0.0022019183065983,0.2468360981872015,0.0609232109240528,8.325362518254844,2.998955232017368,19.3642342010646,1.247692656392846,1
